track_id,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var
TRFZFRP128F4264623,0.47375646,0.07304633,0.19084689,0.0016741345,2538.2949886031206,110166.39837312613
TRFZZDX128F4273E6C,0.3701418,0.08587143,0.16362268,0.0033727498,2141.7137429233367,171668.08957045292
TRGWLHC128F9305F3D,0.3598889,0.0888544,0.09891251,0.0007573536,1973.143609647003,207803.68990426444
TRIMAMK128F9361235,0.35619164,0.089822695,0.111375935,0.0010720665,2202.81717057849,199254.40817075595
TRITNFB128F9325167,0.4447088,0.07272537,0.34571958,0.001720022,2889.9221053657725,210102.39269160098
TRIUACN128F9333554,0.32830572,0.08189013,0.175644,0.0021722936,1598.8833557551848,129476.85298232605
TRIVXMR128EF347EC9,0.24133359,0.09288598,0.052706067,0.0017302505,1300.271351081142,175416.8376737248
TRIYTLZ12903CEBB77,0.44796738,0.07429694,0.314386,0.0015055509,2972.264042980328,318998.6236537785
TRJEDMY12903CF4DD3,0.37718278,0.077855654,0.21541701,0.0028364249,2066.5351553436194,425464.6964067123
TRJZZUF128F9332693,0.24261,0.08161279,0.027598053,0.0003840527,1570.4855603670317,296098.5683358672
TRKIJDR128F92C2E32,0.4373432,0.08210444,0.122015834,0.0007256708,2332.664213544359,221927.82673674906
TRLJFXD128F426BB46,0.30951992,0.08892196,0.10843088,0.0029384256,2119.229021005695,337105.37859380577
TRLJGIX128F92F323D,0.3481589,0.08699125,0.2931296,0.0050906893,1913.7128001644921,211232.75872739116
TRLJQXJ12903D08ECB,0.37327772,0.07797176,0.18893611,0.00084375404,2587.402952514782,235025.48876739465
TRLMWXI128F930F60E,0.2907338,0.09356318,0.123708695,0.0004929435,1844.0572713073382,144369.84954642417
TRLOGCF128F424FF3C,0.4228811,0.082764424,0.1646745,0.003284602,1937.1338316492474,169068.7423828259
TRLTEAF128F42640B1,0.32793987,0.0830399,0.25722736,0.0019386195,2244.248022807282,129915.00709265369
TRLUGOR12903CDB355,0.33539638,0.08060856,0.1398516,0.0008211767,2539.248526026758,232972.94172717346
TRLUIBE128F4235949,0.38385162,0.07872199,0.20942461,0.0014271747,2586.1945503454513,253615.97264818262
TRNINPZ128F9320188,0.4168029,0.09292918,0.14214465,0.002187739,2795.931738391467,896979.4018153078
TRNRUZY128F424A039,0.2772582,0.09117002,0.10964316,0.0006679989,1778.675200620075,183133.3985458636
TRNSXLS128F1453DA6,0.28737614,0.09136583,0.074994646,0.0014939804,2193.6662935697896,302613.1377015093
TROJWZI128F42371A6,0.41471282,0.08398849,0.30938578,0.0029549075,2629.281899805903,375218.5476825573
TROLWDO128F421B15C,0.3669188,0.09039742,0.13363266,0.004977504,2200.1755609644997,629097.1699324622
TRONTYT12903CB19C9,0.39485896,0.08349448,0.19280547,0.0026419114,2264.2422901267773,289509.54025188746
TROOOWR128F4280C34,0.5745688,0.058510188,0.10181459,0.00037148918,3759.400583914002,465700.17445905623
TROSJGC128F92F7033,0.42865133,0.087450445,0.22848336,0.010216496,1831.0157687660892,373475.14482476853
TRPBSUV128F9341F1D,0.44454765,0.0871618,0.1623927,0.0034894343,2165.9592302780843,633887.6043708278
TRPJJUF128F933FE56,0.33980954,0.08635703,0.18522951,0.00092951034,3012.97088327994,569821.7732608158
TRPURXR128F936106C,0.3450608,0.08993836,0.037796866,0.00025723202,1493.452879621662,237415.23139368327
TRPYIKK128F932B961,0.40810317,0.07142288,0.21041042,0.0013195201,2200.083187649978,45944.12249618462
TRRFMYC128EF348C72,0.31451586,0.09082785,0.14925872,0.004284441,1947.671095712633,275773.9338529539
TRRIJDC128F42633B1,0.55984396,0.062597096,0.2610527,0.001900812,2800.538953749836,196729.47872337323
TRRJATE128F1458516,0.3904109,0.077190265,0.14125626,0.0013678728,2175.6773299706565,139352.42386010368
TRRLQFB128E0792F78,0.3910571,0.09275498,0.16063932,0.0023569511,2377.353812512896,1413825.1070575563
TRRMOWX12903CB0FAC,0.41505027,0.08967543,0.2340916,0.0028161157,1325.4475573067512,482695.46642834204
TRRNFZK128F427E7A9,0.22860174,0.089416,0.025024703,0.0007217628,711.8642870423497,28954.517996505503
TRROBKR128F9337C50,0.3707038,0.098357655,0.2231074,0.011430617,2799.6553744302546,1254343.9677086985
TRRPNTI128F92E7888,0.34210753,0.087272026,0.31186938,0.0032185265,2470.715351508072,303394.7364200417
TRRQOMA128F4233DDC,0.44059774,0.08863898,0.10754725,0.00063006923,1226.5435822837792,394456.03824244975
TRRSBCP12903CE1DCF,0.58279985,0.05592259,0.33319113,0.0013544151,2936.084371714049,60985.42119628741
TRSAKTV128F427E7AD,0.24960032,0.09084624,0.10496886,0.0041892203,1188.1894384422196,117079.5355747761
TRSGTXQ128F9331218,0.43235707,0.07811708,0.1055955,9.2342125e-05,2663.7327239778506,117712.88887376997
TRSVTIE128F428079E,0.34016117,0.08613769,0.10548467,0.0015066314,1951.447682591414,477498.3313475646
TRSYVON128F92EE69A,0.3684113,0.097517,0.16629201,0.0072206254,2336.2199395891175,843366.4933479615
TRUDJHP128F92FA65C,0.44876933,0.072520316,0.37160715,0.006232934,3011.912102625818,460400.3689244798
TRUEUUK128F92FD462,0.35607892,0.0880451,0.2786184,0.0046376274,3056.0825115805974,618378.3409719745
TRUEZTC128F421B117,0.38670143,0.085067,0.309673,0.006474751,2820.08704609496,492234.23762301536
TRUJRKW128F424A74F,0.3894725,0.08022484,0.09660768,0.0006549156,2215.032736711825,112101.05368707853
TRUJRZQ128F427EDFB,0.35698864,0.086934,0.19577488,0.006547466,2278.5939843797537,444198.79345782124
TRUPNQT128F1490D6F,0.30851835,0.08930217,0.19788761,0.0012145182,2367.8390518693873,140710.4144681685
TRURGHT12903CB7583,0.36152005,0.07957997,0.3631631,0.003818027,1451.0290398214333,152693.70505184258
TRUWCUD12903CD4501,0.4548571,0.07392304,0.34848553,0.0012251729,2969.591506276429,191960.56341255206
TRUWEKF128F42B63AE,0.39748803,0.08418838,0.08657449,0.0006694002,1675.0728982480664,308783.4275479482
TRVBLFJ128F426AAB9,0.41694903,0.08355669,0.15829326,0.00053401943,2575.8676599939786,199646.0863149375
TRWCMNN128F426E888,0.35670173,0.07963058,0.25481078,0.0014826572,2323.707333262012,69866.44864973758
TRXCFWD128F9335584,0.34498405,0.09136997,0.113985635,0.005103256,2170.7241869086224,252248.84123580207
TRXFKIY128F42204A0,0.40373552,0.0815403,0.30510858,0.0040336116,2679.5596430520786,373736.0399614233
TRXJGBY128F930137D,0.37794366,0.08472054,0.14610122,0.0014511693,2274.041839369555,369658.6209703849
TRXJPJM12903CDB0C8,0.46856785,0.07113413,0.28853354,0.0011353713,2861.9941387615027,59021.63931266396
TRXMDGW128F426CDB3,0.33428296,0.088040955,0.0810549,0.0042931805,1614.6634817581478,187122.19922708024
TRYHZUX12903CD9455,0.3536925,0.079600565,0.27836463,0.003424729,2796.2220474329256,836072.0332543341
TRAAUBG128F421C7F9,0.34578985,0.08202752,0.17312454,0.0014786553,1923.195484745613,157852.27772570157
TRABSQC128F428AD3D,0.39137334,0.08147619,0.14801538,0.0025087327,2040.5948499240044,283228.86018869735
TRABTWX128F42B8619,0.41036305,0.074768886,0.13959932,0.0066413744,1565.4289705614076,185067.6010707261
TRAFYSR128F422A7BE,0.36540154,0.08953214,0.21811607,0.003347135,1965.9540704521985,309776.0293105717
TRAGPJO128F933B0EF,0.31245688,0.09036552,0.13159114,0.0027787162,2432.120815056014,512566.301426791
TRAHCDM128F148D60C,0.35645312,0.08016245,0.2642299,0.0022524341,2597.433764685473,304743.90168205975
TRAIKBB128F428AD73,0.40981683,0.07327759,0.10723055,0.00033904187,1534.6080057157585,19661.556150101922
TRARTPH128E0789C05,0.37694854,0.08009239,0.25324327,0.002563331,2276.298235611263,379607.0699640802
TRASDYX128F92E7435,0.36326495,0.088683814,0.221785,0.0031993776,2148.1125550177085,244078.75504492183
TRBCQSJ128F931B4A2,0.33635795,0.07804149,0.1600657,0.0009725009,1815.8704577801366,92284.81928175718
TRBHUSP128F4242DD0,0.36744907,0.086346984,0.27011907,0.008767656,2723.024441445923,657015.8391230138
TRBSBBC128F9328DBF,0.3451442,0.08018453,0.2726438,0.0011892737,2532.3926685134898,237870.95459387274
TRBUIPK12903CA52AD,0.4151239,0.08502668,0.20139292,0.0014842703,2871.2742166551934,396708.7224077392
TRCGGXV128F428D866,0.38988826,0.08387079,0.13569875,0.00080272096,2619.2997409246377,244500.36364381269
TRCQUHG12903CEBE6D,0.33258498,0.079944134,0.22123893,0.0025446494,1774.865326075285,267730.80729724845
TRCREJV128F1455A4B,0.32361457,0.09205342,0.18188997,0.0023867367,1556.149316197951,297299.63407564384
TRCSTLD128F428CACB,0.3985618,0.07524057,0.2762048,0.0014587395,2758.2055209857017,143684.87203772948
TRCYDXD128F4289C75,0.3433159,0.09392155,0.2324008,0.0021690917,2539.1350877531568,543662.3462513504
TRDBGYY128F424E01F,0.3066279,0.086551264,0.18782642,0.0043297624,2470.448693543176,353464.3723955004
TRDCALN128F42BC549,0.41959172,0.07666148,0.3461055,0.002215999,2910.9549812872738,358062.711461857
TRDPHSN128F426C4DF,0.27852565,0.089028805,0.17064214,0.002830906,1554.185621012571,256670.43282805788
TRERMNM128F146586A,0.31433126,0.08524622,0.2282326,0.0040265033,1982.5114523877023,522639.98833483516
TRESFZR128F930FE04,0.299999,0.08792332,0.0877375,0.0008400748,1793.9194734478333,615038.0673972322
TREYMLQ128F426591B,0.4226053,0.082831636,0.19998628,0.0040665306,1801.4076379518108,216019.74656140085
TRFNFGI128F930A920,0.45943296,0.0714142,0.21938986,0.0010187863,2795.0200155871466,119605.8078879944
TRFNMWZ128F42648B9,0.360828,0.087756716,0.24114098,0.0031341738,2357.3741419673943,438022.20023483195
TRFOTVS128F92D858D,0.28927526,0.08845808,0.11997953,0.0036640314,1538.1949907474002,233131.7549244872
TRFPWCQ128F931FF48,0.28029913,0.09119249,0.09702667,0.0013919463,1354.1026674691227,242297.05497260165
TRFQBYI128F92EC3EF,0.28890547,0.08073028,0.24536067,0.0031098858,2385.198487831052,513178.2197041603
TRGCTOI128F42AFA7D,0.328326,0.09144593,0.05724542,0.0020819257,1403.0376143224573,351964.32481025625
TRGLPXN128F42591A4,0.32675818,0.08960556,0.14848211,0.004206511,2028.8448472889472,757232.0904876716
TRGSGOW128EF3456D4,0.39849153,0.08859943,0.1598304,0.0033299688,2213.2572318422194,229648.59064561554
TRHBNSC12903CEA41C,0.31143135,0.08845138,0.09603359,0.0042938404,1489.0925213831692,162903.7797837258
TRHDUGA128F931B4A7,0.31139034,0.08074852,0.18955016,0.002116266,2329.5012109816657,201840.6959905543
TRHGHXW128F145CA94,0.30608422,0.089750625,0.13594046,0.0011972676,1179.3602308054712,142322.83020634032
TRIEDBK128F92F2ABE,0.34593716,0.082102686,0.23555315,0.0018357146,1983.2376882094416,317699.0772580403
TRIMAQA128F421A0D3,0.36553752,0.0915183,0.13380452,0.0039706742,2310.3241188396114,392397.4104660809
TRIPUJK12903D1387D,0.2988219,0.088631175,0.19150035,0.0034727696,1751.228661846972,374675.7720638357
TRISZNC12903CA4806,0.3666113,0.07961769,0.2696335,0.0026421323,2307.8610275950787,240695.2526322917
TRJATSM128F428A47A,0.4006051,0.07901396,0.19793682,0.0013212574,2646.7729883025386,466683.27741804323
TRJGSNR128F92FCDCE,0.33910006,0.08348554,0.13316543,0.0026108597,1531.5827780022707,407466.77169185074
TRJJYOO128F428D132,0.36124334,0.084024884,0.117228165,0.001102839,1818.1849600184419,374171.45664373477
TRJWVJE128F42591A5,0.2549899,0.09102596,0.043605797,0.00045669763,1030.5842668405858,223498.50445784707
TRKOZVY12903CFDBD0,0.40267873,0.07974467,0.29912755,0.0036227515,2628.710306070719,487263.13547702436
TRLJZED128F4266EDA,0.30202016,0.08776603,0.12276687,0.0020231395,1757.8027187275986,381139.54726020776
TRLQBEN128F92E7415,0.40378618,0.09190022,0.30691022,0.0119392,2274.264376307287,623460.6237285006
TRLTLQI128F427A4D2,0.29215127,0.08599655,0.10049807,0.0017425471,624.8105896178706,15162.191135048877
TRLZHME128F421A87A,0.31190312,0.094915345,0.030865453,0.00016137109,2154.928596861295,523381.4019250174
TRLZLFK128F4269F92,0.31975186,0.08493765,0.17024754,0.0009610604,1994.2130913869014,514597.5009044775
TRMIHEH128F428E2BD,0.43446174,0.07650993,0.12303805,0.0010650855,1901.098821592416,154096.1175057405
TRMKGXJ128F423A067,0.40029892,0.078792185,0.24141265,0.0015145019,1857.099954847666,359710.6392724982
TRMZOST12903CE303C,0.36311665,0.08268098,0.28576678,0.0036036724,2301.8786172309015,157141.18778892484
TRNBZMV128F42B261C,0.383117,0.080450825,0.18245451,0.0009952987,2468.7226263354605,94600.7519426924
TRNEIYO128F92E743E,0.4406582,0.0707006,0.16387123,0.0016713672,2539.074693726181,190996.6265200505
TRNOFAT12903CAAB09,0.3951981,0.08383667,0.2393607,0.00575022,2771.705305624449,341940.06153964426
TRODHKQ128F42962B4,0.3488059,0.093408175,0.104927346,0.0016363425,1454.8976759654556,537745.7381330361
TROKLRX128F1464C3B,0.5543616,0.05191624,0.27255836,0.00031409043,2409.1958188021804,76121.1981585606
TROMNMH128F1459DF2,0.3552945,0.095427096,0.20918095,0.0043777716,2634.397562295068,432923.8518276091
TROPYKC128F934945D,0.28201362,0.08438052,0.09666085,0.00096145394,2218.349649948679,166922.99415475124
TRPCZWR128F92F4129,0.3952282,0.075538084,0.26591966,0.0039830464,2482.1236815309317,210678.9162270716
TRPOHJA128F149CB45,0.43913794,0.07134134,0.20158589,0.0012124408,2791.352631386191,164604.8478418137
TRPQCSR128F422310F,0.50032854,0.07583059,0.24490191,0.0021729874,2934.368494074975,211867.68601958768
TRQFQTD128F427024B,0.32114434,0.100694194,0.102946594,0.002047711,1561.1196939225952,731915.1239461876
TRQMEYH128F145B5A4,0.46702224,0.082811326,0.14246054,0.0036845754,1699.2047688969171,613249.0658970198
TRQWKRF12903CEAB9E,0.38611734,0.08103346,0.29931706,0.006795216,2369.775496211404,402517.2663108197
TRRGXHG128F4266392,0.38988486,0.07707107,0.25768647,0.00091161113,2079.39129831713,88860.15999307494
TRRHDQB128F93181C1,0.3684504,0.08082675,0.31109005,0.0028554623,2865.0328950195,232278.72876383114
TRRPBMJ128F426AFD9,0.3243843,0.08124871,0.12688352,0.0008927702,2169.2732619927865,151090.93874961004
TRRQNJW128F92FE599,0.32420596,0.08350813,0.30564156,0.0034125105,1085.917596417452,355767.1560077551
TRRSQDZ128F42A3B0E,0.42141166,0.11200384,0.11077982,0.00656066,3042.8129331136656,1411060.4930608254
TRSLOXT128F428F202,0.39654416,0.0810373,0.23085992,0.0016934443,2752.0032972474223,382563.7958856955
TRSSNUP128F42B841A,0.35966894,0.0808459,0.21775492,0.0023250107,2523.801321407219,357284.77612644166
TRTJRHG128F426250C,0.52580386,0.05933979,0.28182933,0.0016860726,2155.3552792888026,143794.56263183785
TRTNKIL128F92E361A,0.30755913,0.08558366,0.13628879,0.0026470628,2103.8813693117922,406618.57045277697
TRTRPHP128F424809F,0.3818866,0.080593586,0.32166797,0.003045625,2436.476807642986,284551.95064552675
TRTXINF128F4263488,0.48773363,0.072336465,0.27627078,0.0038255712,3016.790925932543,280713.10012844315
TRUCEMO128F92E7467,0.31035367,0.08307282,0.16397151,0.0031298713,1867.388379960042,331839.59469353186
TRUQRQF128F92FBC20,0.36400437,0.08805192,0.11448696,0.0019277565,1823.2049631861225,353555.0131210819
TRUTNVB128F92F3682,0.33230332,0.090368174,0.20389025,0.002300436,1992.7866622476238,233875.0085991167
TRUUGXE128F42854A6,0.25989988,0.09540355,0.1509851,0.0036294896,1658.957169845431,635262.1536977396
TRUWKDV128F92DE274,0.36993864,0.08076419,0.24728365,0.0015049563,2815.299651237535,218008.96942112836
TRUWKHZ128F428A4B0,0.3668498,0.08396021,0.17101741,0.0015646869,2856.1510771691705,384249.335748703
TRVDFCY128F4261D33,0.36138028,0.08163512,0.23010162,0.0036357364,2434.259078789603,306244.2001977671
TRVFVHA128E078E844,0.3807486,0.0889195,0.24711198,0.0035984125,2745.428935648777,340294.0260531334
TRWDNVX128F9313F4D,0.3457258,0.085659176,0.3170758,0.0017429993,2966.9044367169236,175599.15761121683
TRWQMCO128F9307B03,0.33172745,0.08368313,0.28968817,0.0028279661,1795.327541474886,477472.0060842726
TRWSITX128F147B0D0,0.39559832,0.07463332,0.22438186,0.0012873685,2565.947960384583,222089.3792314434
TRXDAGS128F149D988,0.34904155,0.08690948,0.1746984,0.002851483,2167.9340777422085,565532.1619735768
TRXIWSJ128F92F9D6C,0.2835416,0.085353695,0.11923171,0.00176956,1942.888751399449,349011.9222200659
TRXJZOY128F428BC92,0.45962197,0.09177837,0.29183576,0.013077969,2209.286997483393,973211.4698736238
TRXKWPB128F4242DFB,0.38309473,0.08324212,0.2655875,0.0034212999,2367.790926466479,221129.99830568704
TRXLJIJ128F149C309,0.3426767,0.07199558,0.46520987,0.0036402766,3799.2432892210263,242788.62133875827
TRXUWTA128F932C8FE,0.3745834,0.08296683,0.19795445,0.0027147513,1799.2225951881414,830410.266949661
TRYBJME128F425DA4D,0.38700372,0.08718738,0.19058844,0.004224305,2767.796488378676,608005.2200771545
TRYHTPS128F427AC56,0.3371728,0.0875655,0.10105785,0.0020261349,1732.5144104228896,197365.16590981846
TRYJGGD128F1477118,0.29588786,0.09082748,0.04060933,0.0003474168,1903.0301577518194,446697.09570415434
TRYSPNO128F9314D00,0.315863,0.080528565,0.15807085,0.0017678896,2001.2969550557923,447915.59262037865
TRYWWQC128F933761F,0.34967706,0.080577165,0.30454147,0.003414231,2409.8919341418623,166172.2133481929
TRZLTKY128F1459D79,0.38781258,0.08559168,0.27612013,0.0034186235,2083.555077863636,619876.7355515787
TRZRIGS128F932C905,0.33790365,0.08811072,0.19555692,0.0058090477,1977.772579885165,299045.50871123146
TRABPCC128F4265EF7,0.47154275,0.06940102,0.33633304,0.0038359996,2448.3254563639944,236331.30000206656
TRAJTJM128F425FD55,0.4783151,0.07698897,0.3292155,0.0073867575,2700.5787976778856,511664.94006244343
TRAJWPS128F9319E3A,0.49041018,0.06913553,0.21346484,0.001046809,2576.6329854067785,254687.2845033528
TRARUGW128F92FEBE0,0.37645528,0.0949734,0.21932766,0.008771068,1828.0350279277172,1095799.5286500333
TRASBSO128F1465A78,0.03862601,0.024070093,0.00021834657,1.7388975e-06,88.74103839346324,121295.39035497275
TRASSJE128F427927A,0.6464181,0.066127814,0.35324734,0.0031156223,1948.811100518796,1119136.5071155438
TRAUYLT128F427538E,0.51989156,0.06559466,0.30695078,0.0046628756,3117.2771920114733,95381.27371655132
TRAWNNL128F92F6D75,0.36528024,0.083441876,0.178811,0.0029712343,1924.16476956975,461244.9896153301
TRBAFVP128F9300C01,0.32575786,0.086799614,0.29868412,0.0043928395,1538.4440828994232,662264.5332070667
TRBMLDM12903CE5D08,0.37962,0.09048646,0.13641895,0.0044180057,2447.757733458073,810084.08423517
TRBPJWL128F9302BFC,0.3053134,0.08204324,0.10264325,0.0013386124,1653.0127655034898,78073.773513043
TRBUUTF12903D0AF9B,0.4638514,0.085758865,0.1804186,0.0057202675,2116.1054409066874,883704.6726101814
TRBZUFA128F4246BD0,0.26218286,0.08908361,0.18768308,0.0051274155,1785.4541113857192,552918.8100745477
TRCOVYT128F9316A9D,0.34913027,0.09590012,0.17899166,0.006309271,1466.9168119702017,537086.178996573
TRCPLYJ128F933CB5B,0.3923664,0.084374174,0.2738938,0.004374355,2329.9524148542027,492039.83204078197
TRCQPYE128F4259B7C,0.48681957,0.08350763,0.14027624,0.0005611643,2798.8732970669535,547062.772971223
TRCYZNE128F933CB64,0.6325539,0.048774436,0.27364957,0.0016973524,2810.888237030262,89547.32973730183
TRDHGVA128F9300B63,0.363799,0.09166137,0.26899177,0.012249312,2363.465825268086,1019985.7560846263
TRDUVPS12903CDAAF4,0.45717335,0.08118706,0.13655499,0.0020349592,2697.483120911813,1304867.88871591
TREMTHF128F147359F,0.31050116,0.081701696,0.32415247,0.0035083832,1773.407151214381,365515.23676622886
TRFFHQS128EF35C784,0.39244452,0.088345535,0.35143557,0.0054390295,803.352469041757,57859.131896296014
TRFKKZZ128F9329BC2,0.45264605,0.07275873,0.21670249,0.0032765178,2989.237327059757,585133.3148577923
TRFLHQH128F9312491,0.5427566,0.06443542,0.27176073,0.0028948614,2499.8328758694965,267624.43467667926
TRFPHYZ128F426ECCC,0.37657985,0.08526611,0.288811,0.010015858,2742.991929559081,705695.2440536569
TRFQFYT128F92FF681,0.5677137,0.06396688,0.2078031,0.008989004,1795.5048474213404,469740.7144829435
TRGGGNL128F9326506,0.5296781,0.06954027,0.2269549,0.004445893,2305.466540151612,140201.94878880837
TRGNMBR128F92FFB1C,0.39724055,0.087940015,0.22569801,0.010681606,2574.622643517646,605361.6016352098
TRGZJBO128F1476F3A,0.49902588,0.08698278,0.2397169,0.012710982,2852.5687684130153,1088465.1670553128
TRHHSUX128F932E546,0.376844,0.075854324,0.3313062,0.0012211414,2239.272252925864,247463.80575135144
TRHMCUI128F9313C33,0.4028571,0.09440624,0.27337915,0.00793612,1888.366610170497,485341.8436966633
TRHQLHY128F92FFC66,0.445496,0.0790481,0.18197681,0.0028144184,2707.0808367170716,599501.4547493461
TRHSMHT128F145A1D0,0.46711087,0.093749,0.11078607,0.0031929654,2788.8202998205334,501176.6191097908
TRHYJPK12903CD023B,0.32554686,0.08628466,0.17211616,0.0038880701,2268.3129278481665,448702.17717579054
TRIDDET128F934D580,0.40483743,0.09096952,0.2672178,0.011708824,1977.5289417155457,597329.4173746165
TRIOCRS128F931F3DB,0.4119174,0.092279255,0.21022223,0.0055304104,1517.7918134265776,556387.2990581825
TRIRHYP12903CD8414,0.4216235,0.0962371,0.30516407,0.012331475,2812.489561678603,1027808.2257815596
TRIWVJF128E07863FE,0.42029068,0.122647114,0.28013062,0.00253647,2898.8514275205316,511342.26395108824
TRJCTQH12903CB4221,0.4652778,0.08050345,0.2723999,0.006376239,2586.7189439422714,596144.9053856946
TRJTROJ128F92FE2C6,0.4159442,0.07756499,0.3262551,0.005309534,1876.7948831589172,167933.20463394516
TRKFLQD128F92F9172,0.25765812,0.09497433,0.041091353,7.061434e-05,1061.8857882407672,50237.76739871119
TRKKJXZ12903CC2FA2,0.5524414,0.07332084,0.23343731,0.003360018,2902.322108178713,601259.8414564352
TRKRKGG128F9331034,0.31177318,0.078784876,0.14412208,0.0006061286,1953.747027509344,298437.5120082288
TRKSTZT128F92F15A3,0.41052523,0.07392702,0.120097004,0.00022612856,1584.3096032500011,106034.42580698481
TRKYMTZ128F92D21EC,0.38520867,0.07290346,0.23391525,0.0013841286,1883.7869878270456,59679.42581708739
TRLLBJZ128F932ECB1,0.37947714,0.07816295,0.25885573,0.0019562386,2945.325518485446,154306.8636901977
TRLNISN128F4226B57,0.4834058,0.07914198,0.34059194,0.0029309313,2954.566940751764,255391.7813538979
TRLQWWZ12903CB97C2,0.6085782,0.065008394,0.28190857,0.004773134,3337.53519763095,346366.68986007536
TRLWXPM128E079401C,0.5767285,0.060904145,0.2278975,0.0051369127,2761.9406789089085,236558.53081499334
TRMIGJN128F427B2BE,0.39435136,0.072971925,0.29700196,0.0018667099,2330.964055436217,183211.1225522163
TRNASTS12903CE1D8D,0.48834673,0.09748168,0.17118502,0.003481788,4081.978908952509,930620.7579864638
