track_id,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,harmony_mean,perceptr_mean,tempo_x,name,tags,genre,duration_ms,energy,key,mode,speechiness,instrumentalness,liveness,valence,tempo_y,time_signature
TRCWWBE128F92FB877,0.3750668,0.09043594,0.20587106,0.0032165258,1728.2150060950996,575519.811090145,-1.2070572e-06,2.6023785e-05,117.45383522727272,Po' Boy,"rock, folk, singer_songwriter, blues",Blues,185360,0.483,0,1,0.118,0.0,0.164,0.372,116.279,4
TRCXXKB12903CE4F4C,0.2497741,0.089128464,0.0442219,0.00042764968,1082.46782159957,40205.93374975066,-0.00041932828,-0.00019175759,198.76802884615384,A Spoonful Blues,"blues, guitar",Blues,190973,0.347,6,1,0.0577,0.779,0.168,0.796,108.338,4
TRDADSI128F42BC0B5,0.3293588,0.08902112,0.10632601,0.0035806294,2588.4575649114904,495163.957976989,-0.00039297977,-0.0007362528,151.99908088235293,Let the Good Times Roll,"jazz, soul, blues, piano, oldies",Blues,173557,0.579,7,1,0.199,0.0,0.174,0.649,101.056,4
TRDDEDH128F9308E9F,0.48704764,0.06962318,0.27875033,0.0125117395,2900.044776657417,819482.3704656418,1.3968064e-05,0.0001212138,103.359375,Fading Away,"hardcore, metalcore, nu_metal",Blues,252293,0.977,4,0,0.153,2.69e-06,0.487,0.216,105.024,4
TRDLAJC12903D081BF,0.27633482,0.083709665,0.111158825,0.0016654705,2000.565943837821,129286.48656012164,9.922487e-07,-6.056562e-06,161.4990234375,Honky Tonkin',country,Blues,164884,0.456,4,1,0.0304,0.0,0.0694,0.786,165.778,4
TRDNOZL128F4235294,0.40294188,0.08153271,0.2523148,0.0040893694,2641.5996318076564,796619.1826657092,-8.7174285e-06,-0.00013237282,112.34714673913044,Dirty Business,"female_vocalists, piano",Blues,216800,0.918,3,1,0.0355,5.24e-05,0.241,0.774,110.642,4
TREDEHW128F427C0F4,0.44857305,0.07319473,0.16731961,0.0008507238,2255.160282244342,131499.90373326713,1.7607783e-06,0.00022394168,143.5546875,Twenty Four Hours,"alternative, 80s, british, new_wave, post_punk",Blues,279080,0.711,4,0,0.0379,0.68,0.199,0.534,132.541,4
TREKSOC128F935172C,0.4102721,0.079705864,0.15345368,0.0020909847,1332.0034618310608,399215.5838556202,0.00027901144,0.0020666746,129.19921875,The Crawl,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, beautiful, britpop",Blues,179293,0.356,3,0,0.0306,0.482,0.115,0.165,130.735,4
TREUZOI128F92D2C49,0.33830425,0.09224087,0.09693744,0.0016285584,2158.332415162248,643455.8188456815,-0.0014809225,-0.0014576698,66.25600961538461,Gun Street Girl,"experimental, folk, singer_songwriter, 80s, blues, acoustic, male_vocalists, avant_garde",Blues,277293,0.413,9,0,0.0494,8.48e-05,0.0462,0.488,66.143,4
TREZQKM128F930EBD0,0.37165302,0.090910606,0.051505323,0.0006479464,2614.21223068548,213690.0702895929,4.5040906e-05,0.00021285635,103.359375,It's My Own Fault,"blues, blues_rock",Blues,254560,0.169,1,1,0.114,1.74e-05,0.285,0.686,93.233,1
TRFIJKG128F4264CF1,0.44360605,0.07602196,0.30177942,0.0041776765,2712.196563842257,253062.67459847595,3.4148325e-05,1.1922942e-05,129.19921875,Angel On My Shoulder,"dance, trance, house",Blues,227453,0.628,9,0,0.0433,2.23e-06,0.105,0.195,125.98,4
TRFMZYD128F9340103,0.30606464,0.09595206,0.099315375,0.004051375,1648.0553564589788,526706.7006294162,-5.269993e-07,-1.3434758e-05,89.10290948275862,Walkin' Blues,"classic_rock, blues, acoustic, guitar, blues_rock",Blues,217360,0.128,0,1,0.0502,0.0749,0.784,0.417,85.163,4
TRFPHYZ128F428CA40,0.4831854,0.07430709,0.29704827,0.0023418267,2690.545060576424,298646.43482228235,-1.394947e-05,-0.00023206575,95.703125,Never Enough,"rock, alternative, metal, hard_rock, nu_metal",Blues,215466,0.92,6,0,0.0489,0.0543,0.0913,0.296,94.543,4
TRFREFO12903CB7B2D,0.25937778,0.10148602,0.07731906,0.0033783843,1455.8101389674769,205944.735144542,-3.2735883e-07,-9.69544e-06,92.28515625,Honeymoon Blues,"blues, guitar",Blues,140480,0.101,8,0,0.0778,3.49e-05,0.315,0.409,90.695,4
TRFWLDO128F93613DF,0.40763542,0.077897765,0.2061942,0.0029349,1950.7480220157768,392718.8233459136,4.9821974e-06,-0.00021000084,89.10290948275862,Ball Peen Hammer,"blues, guitar, blues_rock",Blues,207386,0.629,1,1,0.033,0.0113,0.112,0.183,88.029,4
TRFZFRP128F4264623,0.47375646,0.07304633,0.19084689,0.0016741345,2538.2949886031206,110166.39837312613,-2.25163e-07,-0.00011356152,107.666015625,Gallows Pole,"rock, classic_rock, hard_rock, british, 70s, blues_rock",Blues,296266,0.8,2,1,0.0333,0.00292,0.138,0.339,105.916,4
TRFZZDX128F4273E6C,0.3701418,0.08587143,0.16362268,0.0033727498,2141.7137429233367,171668.08957045292,3.7156747e-06,8.875741e-05,103.359375,First Time I Met the Blues,"blues, guitar",Blues,137893,0.696,2,1,0.0462,0.00626,0.116,0.744,103.872,4
TRGWLHC128F9305F3D,0.3598889,0.0888544,0.09891251,0.0007573536,1973.143609647003,207803.68990426444,-0.0013582371,-0.001764677,198.76802884615384,The Messiah Will Come Again,"blues, guitar, blues_rock",Blues,356066,0.267,9,0,0.0321,0.738,0.115,0.0869,94.985,4
TRIMAMK128F9361235,0.35619164,0.089822695,0.111375935,0.0010720665,2202.81717057849,199254.40817075595,-0.0014922519,-0.0024055245,161.4990234375,Had To Cry Today,"classic_rock, blues, 60s, blues_rock",Blues,528733,0.603,2,0,0.0362,0.00441,0.158,0.777,161.335,4
TRITNFB128F9325167,0.4447088,0.07272537,0.34571958,0.001720022,2889.9221053657725,210102.3926916009,3.0665877e-05,-0.00011103306,143.5546875,Leaving,"punk, emo",Blues,210160,0.918,11,1,0.136,1.44e-06,0.146,0.326,140.737,4
TRIUACN128F9333554,0.32830572,0.08189013,0.175644,0.0021722936,1598.8833557551848,129476.85298232605,-0.0054972987,-0.0060599176,103.359375,How You've Changed,"classic_rock, british, blues, piano, 60s, blues_rock",Blues,195360,0.538,0,1,0.0268,0.0233,0.0925,0.536,100.552,3
TRIVXMR128EF347EC9,0.24133359,0.09288598,0.052706067,0.0017302505,1300.271351081142,175416.8376737248,-1.2234242e-06,-7.36648e-07,99.38401442307692,Phonograph Blues,blues,Blues,158014,0.0447,4,1,0.0792,0.0014,0.117,0.355,98.078,4
TRIYTLZ12903CEBB77,0.44796738,0.07429694,0.314386,0.0015055509,2972.264042980328,318998.6236537785,-2.3471396e-06,-8.6887405e-05,184.5703125,I'll be there,j_pop,Blues,253053,0.782,1,1,0.0246,0.0213,0.0706,0.751,93.96,4
TRJEDMY12903CF4DD3,0.37718278,0.077855654,0.21541701,0.0028364249,2066.5351553436194,425464.6964067123,9.051949e-06,9.9221426e-05,161.4990234375,The Woman I Love,"pop, acoustic, piano, pop_rock",Blues,190751,0.647,4,1,0.0277,6.57e-05,0.231,0.678,79.68,4
TRJZZUF128F9332693,0.24261,0.08161279,0.027598053,0.0003840527,1570.4855603670317,296098.5683358672,-1.8703929e-06,-1.3452665e-05,161.4990234375,Apostle,"blues, guitar, blues_rock",Blues,192840,0.0664,4,0,0.0464,0.895,0.119,0.539,81.848,4
TRKIJDR128F92C2E32,0.4373432,0.08210444,0.122015834,0.0007256708,2332.664213544359,221927.82673674903,2.088949e-06,-2.3505656e-05,123.046875,I'm Cryin',"blues, blues_rock",Blues,227560,0.578,8,1,0.0373,0.00791,0.254,0.903,121.769,4
TRLJFXD128F426BB46,0.30951992,0.08892196,0.10843088,0.0029384256,2119.229021005695,337105.37859380577,-1.6577799e-06,-4.109341e-06,107.666015625,Dallas,"blues, guitar, blues_rock",Blues,165133,0.454,0,1,0.0353,0.0491,0.285,0.854,108.971,4
TRLJGIX128F92F323D,0.3481589,0.08699125,0.2931296,0.0050906893,1913.712800164492,211232.7587273912,9.561641e-06,0.0002201067,135.99917763157896,Lights Out,"electronic, alternative, indie, female_vocalists, indie_rock, chillout, indie_pop, 00s, pop_rock",Blues,194586,0.825,2,1,0.0433,0.183,0.0464,0.948,134.944,4
TRLJQXJ12903D08ECB,0.37327772,0.07797176,0.18893611,0.00084375404,2587.402952514782,235025.48876739465,-1.8117794e-06,-2.684047e-05,83.35433467741936,I Wonder,"rock, alternative, alternative_rock, 90s, acoustic, grunge",Blues,332666,0.622,0,1,0.0299,1.44e-05,0.0813,0.393,82.011,4
TRLMWXI128F930F60E,0.2907338,0.09356318,0.123708695,0.0004929435,1844.0572713073384,144369.84954642417,-1.0116261e-06,-1.787127e-05,89.10290948275862,Blues With A Feeling,"blues, blues_rock",Blues,238386,0.511,0,1,0.0497,0.184,0.696,0.875,134.006,1
TRLOGCF128F424FF3C,0.4228811,0.082764424,0.1646745,0.003284602,1937.133831649248,169068.7423828259,-6.7358874e-06,-4.5149638e-05,95.703125,Steady Rollin' Man,"rock, 70s, blues_rock",Blues,194772,0.924,2,1,0.0349,0.619,0.0974,0.769,95.592,4
TRLTEAF128F42640B1,0.32793987,0.0830399,0.25722736,0.0019386195,2244.248022807282,129915.00709265369,9.183913e-06,-2.9459967e-05,107.666015625,Look On Yonder Wall,"blues, guitar",Blues,148967,0.875,9,1,0.138,0.000121,0.151,0.697,158.069,4
TRLUGOR12903CDB355,0.33539638,0.08060856,0.1398516,0.0008211767,2539.248526026758,232972.94172717343,5.1002385e-06,3.4682544e-05,151.99908088235293,Lost Without Your Love,70s,Blues,176893,0.345,10,1,0.0309,1.9e-05,0.103,0.199,145.98,4
TRLUIBE128F4235949,0.38385162,0.07872199,0.20942461,0.0014271747,2586.194550345452,253615.97264818265,-3.5782956e-05,4.7508493e-05,135.99917763157896,Hey Bartender,"blues, blues_rock",Blues,218746,0.834,0,1,0.0645,0.0298,0.398,0.741,68.309,4
TRNINPZ128F9320188,0.4168029,0.09292918,0.14214465,0.002187739,2795.931738391467,896979.4018153078,-1.1083993e-05,-2.2801173e-06,117.45383522727272,Going Back to Miami,"blues, blues_rock",Blues,179173,0.382,9,1,0.046,0.000129,0.191,0.667,118.235,4
TRNRUZY128F424A039,0.2772582,0.09117002,0.10964316,0.0006679989,1778.675200620075,183133.3985458636,-0.0026264319,-0.0015335465,184.5703125,Moanin' At Midnight,blues,Blues,175480,0.744,4,0,0.0789,0.000595,0.218,0.774,94.492,4
TRNSXLS128F1453DA6,0.28737614,0.09136583,0.074994646,0.0014939804,2193.6662935697896,302613.1377015093,-0.0014078014,-0.0005060527,73.828125,(I'm Your) Hoochie Coochie Man,blues,Blues,165533,0.46,2,1,0.084,0.0,0.0725,0.81,110.478,3
TROJWZI128F42371A6,0.41471282,0.08398849,0.30938578,0.0029549075,2629.281899805903,375218.5476825573,-4.5194854e-05,-0.0005500614,83.35433467741936,You Don't Love Me,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",Blues,155146,0.932,11,0,0.0568,0.0,0.112,0.688,168.257,4
TROLWDO128F421B15C,0.3669188,0.09039742,0.13363266,0.004977504,2200.1755609645,629097.1699324622,5.027322e-05,-9.354393e-05,95.703125,Gotta Serve Somebody,"rock, classic_rock, folk, singer_songwriter, blues, 70s, blues_rock",Blues,324226,0.476,7,1,0.0959,0.0,0.0789,0.808,95.193,4
TRONTYT12903CB19C9,0.39485896,0.08349448,0.19280547,0.0026419114,2264.2422901267773,289509.54025188746,1.5395366e-06,-0.0001262646,117.45383522727272,If I Had Possession Over Judgement Day,"blues, blues_rock",Blues,206666,0.863,7,1,0.0274,0.00404,0.372,0.965,115.143,4
TROOOWR128F4280C34,0.5745688,0.058510188,0.10181459,0.00037148918,3759.400583914002,465700.1744590562,-8.593576e-06,-0.00039585272,151.99908088235293,They're Red Hot,"rock, alternative_rock, 90s, funk, american, cover",Blues,71840,0.995,7,1,0.159,0.000223,0.136,0.0392,152.108,4
TROSJGC128F92F7033,0.42865133,0.087450445,0.22848336,0.010216496,1831.0157687660887,373475.1448247685,-7.800975e-06,-0.00027503565,117.45383522727272,Charlene,"soul, rnb, male_vocalists",Blues,246773,0.346,0,0,0.311,0.0,0.106,0.451,123.869,4
TRPBSUV128F9341F1D,0.44454765,0.0871618,0.1623927,0.0034894343,2165.9592302780843,633887.6043708278,8.626771e-06,-2.763825e-05,143.5546875,Long Ride,"reggae, french",Blues,406753,0.456,9,0,0.0489,0.812,0.097,0.477,141.929,4
TRPJJUF128F933FE56,0.33980954,0.08635703,0.18522951,0.00092951034,3012.97088327994,569821.7732608158,8.155096e-05,0.000867493,86.1328125,Most Things Haven't Worked Out,"blues, blues_rock",Blues,367000,0.578,6,1,0.0323,0.756,0.128,0.648,174.396,4
TRPURXR128F936106C,0.3450608,0.08993836,0.037796866,0.00025723202,1493.452879621662,237415.2313936833,-0.0018705458,-0.0011410594,117.45383522727272,Girl From the North Country,"rock, classic_rock, folk, singer_songwriter, acoustic, 60s",Blues,220586,0.293,7,1,0.0327,0.000567,0.116,0.358,118.275,4
TRPYIKK128F932B961,0.40810317,0.07142288,0.21041042,0.0013195201,2200.083187649978,45944.12249618462,-8.9374566e-07,-3.417022e-05,71.77734375,The Ballad of John Henry,"blues, guitar, blues_rock",Blues,386520,0.567,4,0,0.0301,0.00024,0.118,0.18,144.419,4
TRRFMYC128EF348C72,0.31451586,0.09082785,0.14925872,0.004284441,1947.671095712633,275773.9338529539,-6.4443675e-06,-6.88883e-05,75.99954044117646,You Done Lost Your Good Thing Now,blues,Blues,312737,0.661,7,1,0.0388,0.000159,0.325,0.481,36.849,4
TRRIJDC128F42633B1,0.55984396,0.062597096,0.2610527,0.001900812,2800.538953749836,196729.47872337323,-7.4990756e-05,-0.00017905526,89.10290948275862,Everything I Need,"hardcore, metalcore, post_hardcore, screamo",Blues,231480,0.937,8,1,0.0667,0.869,0.112,0.256,178.441,4
TRRJATE128F1458516,0.3904109,0.077190265,0.14125626,0.0013678728,2175.6773299706565,139352.42386010368,-5.6359154e-06,-1.8326168e-06,123.046875,Iceman,"blues, guitar, blues_rock",Blues,179932,0.768,5,1,0.0505,0.474,0.923,0.674,124.494,4
TRRLQFB128E0792F78,0.3910571,0.09275498,0.16063932,0.0023569511,2377.353812512896,1413825.1070575565,2.7826213e-06,-4.7970796e-05,112.34714673913044,Lie To Me,"electronic, 80s, new_wave, synthpop",Blues,304133,0.476,11,0,0.0373,0.0222,0.0843,0.936,112.294,4
TRRMOWX12903CB0FAC,0.41505027,0.08967543,0.2340916,0.0028161157,1325.4475573067512,482695.4664283421,-6.242395e-06,-0.00033579927,67.99958881578948,Leaving Blues,"indie, british, blues, acoustic, indie_pop",Blues,176133,0.273,4,1,0.0318,0.0139,0.109,0.185,131.867,4
TRRNFZK128F427E7A9,0.22860174,0.089416,0.025024703,0.0007217628,711.8642870423497,28954.517996505503,-6.8548075e-06,-6.780279e-07,107.666015625,B.D. Woman's Blues,blues,Blues,179893,0.0219,10,1,0.0601,0.0389,0.151,0.495,70.742,4
TRROBKR128F9337C50,0.3707038,0.098357655,0.2231074,0.011430617,2799.6553744302546,1254343.9677086985,5.5634264e-06,0.00055666716,143.5546875,Crown Royal,"soul, rnb",Blues,108506,0.49,10,0,0.366,0.0,0.372,0.451,142.128,4
TRRPNTI128F92E7888,0.34210753,0.087272026,0.31186938,0.0032185265,2470.715351508072,303394.7364200417,-0.00021918058,-0.0018426697,112.34714673913044,El Viejo,ska,Blues,187480,0.675,1,0,0.0291,0.0,0.0665,0.805,114.024,4
TRRQOMA128F4233DDC,0.44059774,0.08863898,0.10754725,0.00063006923,1226.5435822837792,394456.03824244975,7.4575787e-06,4.6954607e-05,117.45383522727272,Tortured,"female_vocalists, metal, nu_metal",Blues,99009,0.19,10,0,0.063,0.791,0.111,0.288,125.167,3
TRRSBCP12903CE1DCF,0.58279985,0.05592259,0.33319113,0.0013544151,2936.084371714049,60985.42119628741,1.903012e-05,0.0006572879,99.38401442307692,Slave Driver,"hardcore, metalcore, post_hardcore",Blues,168253,0.977,1,1,0.116,0.789,0.0322,0.196,98.078,3
TRSAKTV128F427E7AD,0.24960032,0.09084624,0.10496886,0.0041892203,1188.1894384422196,117079.5355747761,-1.549887e-05,-4.0284038e-05,107.666015625,Tired as i can be,"female_vocalists, blues",Blues,154533,0.14,4,1,0.043,1.96e-05,0.126,0.293,104.634,4
TRSGTXQ128F9331218,0.43235707,0.07811708,0.1055955,9.2342125e-05,2663.7327239778506,117712.88887376996,-1.0637311e-05,-0.00036651123,112.34714673913044,Change It,"blues, guitar, blues_rock",Blues,237573,0.75,4,1,0.0441,0.0257,0.0618,0.366,110.996,4
TRSVTIE128F428079E,0.34016117,0.08613769,0.10548467,0.0015066314,1951.447682591414,477498.3313475646,1.0259267e-06,-3.0813825e-07,103.359375,Train of Love,country,Blues,144985,0.372,10,0,0.0911,0.000147,0.0862,0.821,102.137,4
TRSYVON128F92EE69A,0.3684113,0.097517,0.16629201,0.0072206254,2336.219939589117,843366.4933479615,-5.3970227e-05,3.362584e-05,73.828125,Stone Love,"reggae, chill, ska",Blues,108573,0.671,2,0,0.114,0.0,0.773,0.579,148.992,4
TRUDJHP128F92FA65C,0.44876933,0.072520316,0.37160715,0.006232934,3011.912102625818,460400.3689244798,1.0496235e-05,-1.1639471e-05,92.28515625,Marie,"alternative, punk, japanese",Blues,206866,0.955,4,1,0.129,7.47e-05,0.124,0.0699,181.999,4
TRUEUUK128F92FD462,0.35607892,0.0880451,0.2786184,0.0046376274,3056.0825115805974,618378.3409719745,-0.00014306098,0.0001175572,172.265625,Shake That Thing,reggae,Blues,235360,0.901,7,1,0.36,0.0,0.296,0.543,177.162,4
TRUEZTC128F421B117,0.38670143,0.085067,0.309673,0.006474751,2820.08704609496,492234.23762301536,-5.0576946e-06,-0.00033850138,161.4990234375,Wake Up Call,"rock, alternative, pop, alternative_rock, male_vocalists, 00s, pop_rock",Blues,201306,0.937,4,0,0.0594,0.0,0.087,0.968,164.097,4
TRUJRKW128F424A74F,0.3894725,0.08022484,0.09660768,0.0006549156,2215.032736711825,112101.05368707851,-7.720978e-06,-0.00013747867,143.5546875,Like A Hurricane,"gothic, cover",Blues,268520,0.9,7,1,0.0685,1.15e-05,0.776,0.285,146.838,4
TRUJRZQ128F427EDFB,0.35698864,0.086934,0.19577488,0.006547466,2278.5939843797537,444198.7934578213,1.6775729e-07,-3.9067523e-05,117.45383522727272,Am I Wrong,pop,Blues,249520,0.45,8,1,0.0346,2.54e-06,0.0979,0.794,119.935,4
TRUPNQT128F1490D6F,0.30851835,0.08930217,0.19788761,0.0012145182,2367.839051869388,140710.4144681685,-2.3641176e-06,-2.5283352e-05,99.38401442307692,I Smell Trouble,"blues, blues_rock",Blues,195760,0.736,0,1,0.0303,6.69e-06,0.204,0.57,100.582,3
TRURGHT12903CB7583,0.36152005,0.07957997,0.3631631,0.003818027,1451.0290398214331,152693.70505184258,-2.3669221e-05,-0.00020353595,151.99908088235293,The Numbers,indie_pop,Blues,345886,0.372,5,1,0.0316,0.416,0.0754,0.0552,105.215,3
TRUWCUD12903CD4501,0.4548571,0.07392304,0.34848553,0.0012251729,2969.591506276429,191960.5634125521,7.0415363e-06,0.00033974674,89.10290948275862,Show Me How To Live,"rock, alternative, alternative_rock, hard_rock, grunge",Blues,277840,0.854,9,1,0.0483,0.000177,0.162,0.368,89.4,4
TRUWEKF128F42B63AE,0.39748803,0.08418838,0.08657449,0.0006694002,1675.0728982480664,308783.4275479482,-0.0017597633,-0.0020462216,92.28515625,Spanish Moon,"rock, classic_rock, guitar, blues_rock",Blues,186266,0.415,11,1,0.0828,0.614,0.0566,0.738,89.846,4
TRVBLFJ128F426AAB9,0.41694903,0.08355669,0.15829326,0.00053401943,2575.8676599939786,199646.0863149375,9.2558025e-07,-3.283134e-05,80.74951171875,Scuttle Buttin',"instrumental, blues, blues_rock",Blues,109586,0.754,8,1,0.0316,0.706,0.0708,0.839,80.337,4
TRWCMNN128F426E888,0.35670173,0.07963058,0.25481078,0.0014826572,2323.707333262012,69866.44864973758,7.4160403e-06,-0.00016191449,92.28515625,"Lord, I'm Discouraged","rock, alternative_rock, guitar",Blues,331560,0.612,4,1,0.0316,3.52e-05,0.961,0.287,138.138,1
TRXCFWD128F9335584,0.34498405,0.09136997,0.113985635,0.005103256,2170.7241869086224,252248.84123580207,-5.2038307e-05,6.7996465e-05,123.046875,Help The Poor,"blues, blues_rock",Blues,157253,0.556,9,0,0.094,1.33e-06,0.0987,0.913,203.245,4
TRXFKIY128F42204A0,0.40373552,0.0815403,0.30510858,0.0040336116,2679.5596430520786,373736.0399614233,-9.549038e-06,-0.00035942168,161.4990234375,Black Cat,"rock, alternative, punk, emo",Blues,203453,0.911,11,0,0.0546,0.0,0.442,0.695,79.973,4
